Substance,Sector,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
GWP_100_AR5_CH4,Transport,RWA,Rwanda,0.000295683,0.000286281,0.000322848,0.000314188,0.000300641,0.000432343,0.00056864,0.000641628,0.000716786,0.000652911,0.001143608,0.001492672,0.001464626,0.001598838,0.001304021,0.00132879,0.001376557,0.001418399,0.002059395,0.001992872,0.00188761,0.001635376,0.001695481,0.001757925,0.001852884,0.001866105,0.001810943,0.001816193,0.001808038,0.001873368,0.002155104,0.00219261,0.002644609,0.002242656,0.002172735,0.002382323,0.002335586,0.00217025,0.002143207,0.002272563,0.002262226,0.002644852,0.002809504,0.003310308,0.003365408,0.003873361,0.003838634,0.003851908,0.003886816,0.004467744,0.004043202,0.004560328,0.005333994,0.005439063,0.005534699
GWP_100_AR5_CH4,Transport,SAU,Saudi Arabia,0.023895884,0.023993297,0.02736737,0.031603919,0.0372554,0.048807676,0.063030912,0.085432825,0.121147643,0.141646581,0.160504326,0.194453936,0.217937283,0.273392534,0.290546393,0.300239435,0.2917434,0.300287702,0.305630689,0.285486852,0.323977952,0.335098313,0.366618942,0.400037054,0.407374737,0.373219188,0.377046694,0.369525563,0.372929341,0.361808804,0.349940064,0.347809267,0.346885085,0.327737147,0.318690944,0.323834016,0.304751898,0.320731133,0.325980814,0.341259518,0.351900421,0.383586052,0.388865296,0.407003734,0.424450073,0.415518737,0.414391025,0.412689724,0.387877518,0.387880356,0.337042782,0.357475145,0.384226477,0.391525951,0.398345452
GWP_100_AR5_CH4,Transport,SCG,Serbia and Montenegro,0.0198142,0.0198142,0.019441333,0.02106023,0.023798903,0.024081676,0.025010458,0.026414335,0.030550047,0.027488708,0.025975242,0.027341663,0.024363351,0.024447181,0.023215549,0.024921168,0.031638475,0.028129604,0.032090895,0.031755787,0.031681309,0.022623506,0.015033072,0.017573268,0.017073495,0.019384252,0.030738264,0.05060302,0.036896726,0.017481977,0.01932367,0.02321366,0.02745226,0.029995177,0.050445802,0.055771177,0.055657963,0.032752934,0.05480047,0.053543785,0.0461805,0.042172208,0.039794726,0.037149395,0.036936849,0.033664709,0.032770424,0.030736284,0.027813043,0.029935805,0.027640988,0.031215079,0.032712113,0.03170866,0.032130256
GWP_100_AR5_CH4,Transport,SDN,Sudan and South Sudan,0.007920954,0.008304941,0.008745988,0.010106962,0.010763857,0.009724887,0.008074338,0.008680631,0.010051503,0.010584381,0.011560707,0.011659734,0.012672028,0.012412439,0.011211383,0.012387352,0.01235499,0.009667034,0.015701387,0.013973892,0.017115777,0.014304896,0.014889269,0.010039373,0.014115173,0.01351554,0.013075569,0.014653565,0.013631835,0.012780343,0.013318948,0.017134071,0.021418533,0.021300875,0.022491558,0.025837708,0.029958162,0.033469469,0.039202245,0.042677563,0.048483065,0.046999538,0.051109519,0.052816954,0.054167149,0.056472564,0.063386386,0.064670023,0.067948901,0.069512108,0.063338118,0.071902168,0.07000603,0.071383406,0.072640285
GWP_100_AR5_CH4,Transport,SEA,International Shipping,0.900860692,0.900860692,0.943197753,0.996663441,0.930987436,0.868420562,0.895853478,0.895726161,0.9017225,0.928563969,0.908994432,0.845512827,0.762529751,0.714071687,0.723813502,0.780995818,0.830691825,0.822049395,0.861604185,0.861416281,0.948701849,0.98557504,1.059170303,1.0264464,1.058015759,1.097420794,1.119494193,1.147334688,1.182516402,1.252533554,1.284368554,1.218073385,1.264264603,1.283778831,1.41080885,1.459321369,1.554001851,1.645095313,1.646729773,1.568124958,1.686990282,1.690587891,1.574428027,1.568508253,1.625238563,1.688564279,1.737697756,1.807134172,1.813955204,1.773097509,1.627088059,1.67861739,1.686476146,1.819320414,1.782308822
GWP_100_AR5_CH4,Transport,SEN,Senegal,0.003407678,0.00334515,0.003548972,0.003691887,0.003564411,0.003859483,0.004317285,0.004659154,0.004582488,0.004874077,0.004936163,0.004625061,0.004479422,0.004880392,0.004813987,0.004395287,0.004239343,0.004125592,0.003314379,0.003676001,0.003676701,0.003706177,0.003712534,0.003495651,0.003425727,0.00363343,0.003757887,0.003814119,0.004039393,0.004318235,0.004647816,0.004725393,0.00515458,0.005554984,0.005897194,0.005784032,0.005933489,0.007098667,0.007958828,0.007785874,0.008193155,0.008721309,0.008516852,0.009286871,0.009441865,0.010398118,0.012025903,0.011403919,0.012823348,0.014194878,0.013531603,0.018763948,0.021842932,0.022893867,0.023789167
GWP_100_AR5_CH4,Transport,SGP,Singapore,0.011122523,0.011683815,0.013051851,0.015347445,0.014237602,0.015872413,0.017305073,0.017635317,0.017982721,0.020095348,0.022128013,0.022589034,0.024447202,0.025912744,0.027733597,0.025626576,0.027375576,0.029812923,0.031489391,0.035684167,0.033287159,0.044208999,0.03724698,0.03765064,0.044847122,0.049599309,0.046882079,0.043091012,0.041896547,0.041719068,0.042075978,0.040712267,0.039712683,0.039403243,0.041452078,0.045285018,0.047111057,0.044149834,0.045300462,0.042768481,0.040080424,0.038526896,0.034786423,0.031264469,0.029537007,0.028203041,0.032475298,0.030254369,0.02835864,0.028481036,0.028223775,0.028246974,0.027966439,0.027414305,0.029195894
GWP_100_AR5_CH4,Transport,SHN,"Saint Helena, Ascension and Tristan da Cunha",8.19246E-06,7.99253E-06,7.80748E-06,7.63127E-06,7.34698E-06,7.39663E-06,7.55109E-06,7.70334E-06,7.4518E-06,7.55552E-06,7.70162E-06,7.53358E-06,7.51082E-06,7.3347E-06,7.58729E-06,7.43172E-06,8.48528E-06,9.38117E-06,2.15869E-05,2.06005E-05,1.87379E-05,1.06411E-05,9.30323E-06,1.96033E-05,1.96408E-05,1.75198E-05,1.7199E-05,1.82347E-05,1.78442E-05,1.9136E-05,6.32991E-05,3.43343E-05,3.37043E-05,3.64187E-05,4.29036E-05,4.34469E-05,3.45136E-05,4.18031E-05,4.25637E-05,4.50454E-05,4.88792E-05,5.11302E-05,5.01993E-05,6.1983E-05,6.05748E-05,6.09045E-05,6.50373E-05,6.76171E-05,7.04994E-05,7.06668E-05,6.52799E-05,6.52799E-05,7.02785E-05,7.10045E-05,7.16075E-05
GWP_100_AR5_CH4,Transport,SLB,Solomon Islands,0.000219297,0.000220098,0.000232614,0.000231227,0.000237321,0.000256263,0.000247518,0.000271652,0.000305363,0.000324498,0.000335633,0.000474878,0.000452072,0.000474908,0.000434448,0.000338338,0.000256532,0.000350338,0.000426236,0.00041481,0.00057323,0.000596545,0.000632455,0.000612978,0.000613882,0.000473069,0.000450919,0.000429781,0.000401999,0.000357715,0.000393526,0.000418801,0.000416311,0.000428561,0.000396218,0.000414883,0.000415702,0.000426358,0.000456029,0.000453343,0.000501347,0.000455713,0.000486547,0.000453846,0.000369497,0.000348904,0.000312949,0.000279078,0.000309958,0.000327654,0.00033597,0.000370057,0.00033253,0.000330639,0.000346728
GWP_100_AR5_CH4,Transport,SLE,Sierra Leone,0.000362764,0.000353998,0.000379273,0.000421983,0.000408122,0.000532272,0.000772784,0.001032593,0.001077875,0.001094039,0.001147514,0.001238618,0.001288161,0.001246523,0.001268814,0.001286438,0.001460761,0.001564604,0.00246018,0.002079075,0.002140038,0.002854301,0.001731105,0.001690723,0.00173652,0.001880262,0.001835528,0.001870601,0.001848493,0.001917972,0.001131957,0.001424228,0.00146389,0.001538082,0.001514487,0.001399041,0.001758096,0.001703044,0.00161102,0.001735171,0.001754926,0.002291876,0.00266682,0.00339115,0.003420592,0.002865442,0.003245241,0.003191067,0.003521938,0.003736526,0.00388647,0.005074919,0.004987796,0.00476866,0.004954565
GWP_100_AR5_CH4,Transport,SLV,El Salvador,0.004192428,0.004188881,0.004653557,0.004953304,0.004922829,0.005480387,0.005932934,0.006426951,0.007303675,0.007167681,0.005936258,0.005478017,0.005841025,0.005978944,0.006156777,0.006576273,0.006512936,0.007212329,0.00768207,0.007711217,0.007867437,0.008602011,0.010408602,0.011391842,0.012229144,0.013501585,0.013364224,0.013453381,0.014260763,0.015314777,0.014181823,0.013995541,0.013107071,0.014516764,0.015783588,0.016331768,0.013894991,0.01456635,0.013219941,0.014623365,0.01416293,0.014793184,0.01313514,0.013397354,0.013515953,0.01544067,0.016285866,0.016474336,0.01675292,0.018164158,0.015598769,0.019258336,0.020322784,0.021544401,0.022375134
GWP_100_AR5_CH4,Transport,SOM,Somalia,0.000573168,0.000559316,0.000599251,0.000666733,0.000644832,0.000840989,0.001220998,0.001631496,0.001703042,0.001728581,0.001813072,0.002279056,0.00217079,0.002218811,0.002334618,0.002128469,0.002442874,0.001787743,0.002530011,0.002295661,0.002108141,0.001589138,0.001231497,0.001267687,0.001255179,0.001286202,0.001278004,0.001236239,0.001221619,0.001267537,0.001800933,0.001855763,0.002059867,0.002096268,0.002070466,0.002112875,0.002189769,0.002306599,0.00220787,0.002339644,0.002276906,0.002341643,0.002375531,0.002548639,0.002351428,0.002541793,0.002861919,0.002837329,0.002705117,0.002868345,0.00272005,0.003027287,0.003045144,0.003103433,0.003158229
GWP_100_AR5_CH4,Transport,SPM,Saint Pierre and Miquelon,1.50667E-05,1.50748E-05,1.48297E-05,1.73128E-05,1.7891E-05,2.89699E-05,3.12911E-05,3.39176E-05,3.38172E-05,2.81167E-05,4.49379E-05,4.67516E-05,4.58213E-05,5.42867E-05,6.62946E-05,5.60026E-05,7.26802E-05,9.86225E-05,0.000105145,0.000134552,0.000216146,0.000210229,0.00020634,0.000117231,0.000121062,7.31032E-05,7.12077E-05,4.2204E-05,5.68104E-05,5.54708E-05,3.99378E-05,3.68895E-05,3.86347E-05,4.17328E-05,3.67228E-05,3.66843E-05,3.74574E-05,3.68834E-05,3.51966E-05,3.72935E-05,4.10869E-05,2.81921E-05,2.61232E-05,2.87053E-05,3.11099E-05,3.07922E-05,3.02916E-05,2.62416E-05,1.93241E-05,2.42208E-05,2.16626E-05,1.93745E-05,1.93505E-05,1.93262E-05,1.89558E-05
GWP_100_AR5_CH4,Transport,STP,São Tomé and Príncipe,1.45106E-05,1.41599E-05,1.51709E-05,1.68793E-05,1.63249E-05,2.12909E-05,3.09113E-05,4.13037E-05,4.3115E-05,4.37615E-05,4.59006E-05,4.95447E-05,4.77097E-05,4.98609E-05,5.07526E-05,4.67795E-05,5.56387E-05,5.48661E-05,7.76284E-05,6.85504E-05,0.000132393,0.000176428,0.000148129,0.000144707,0.000175437,0.000179773,0.000178588,0.000172789,0.000170746,0.000177168,0.000162006,0.000160584,0.000184366,0.000208834,0.000237127,0.00025745,0.000275345,0.000294322,0.000312565,0.000357124,0.000368874,0.000391009,0.000419903,0.000450502,0.000415643,0.00045098,0.000518681,0.000525024,0.000500401,0.00056092,0.000548797,0.000606381,0.00053368,0.000550179,0.000557875
GWP_100_AR5_CH4,Transport,SUR,Suriname,0.000187658,0.000187406,0.000184908,0.000217436,0.000224413,0.000364966,0.000376338,0.000407247,0.000415677,0.00034142,0.000541368,0.000482191,0.00049732,0.000381824,0.000388229,0.000469789,0.000491311,0.000435958,0.000517052,0.000568609,0.001179089,0.001170034,0.001184955,0.001222476,0.001222909,0.00120119,0.001140692,0.001228661,0.00125351,0.001246352,0.001720663,0.001677755,0.002093484,0.002200721,0.002374069,0.002447715,0.002414963,0.002315647,0.002518138,0.00278157,0.002971856,0.002744321,0.003032733,0.003026298,0.003037165,0.003103673,0.004258088,0.003415007,0.002744382,0.003568626,0.003015647,0.003661051,0.003814144,0.003966739,0.004124846
GWP_100_AR5_CH4,Transport,SVK,Slovakia,0.023713733,0.023713733,0.025289759,0.027438965,0.025624073,0.025113466,0.02515195,0.026646034,0.027601387,0.028649836,0.027711622,0.028513381,0.026524693,0.017080211,0.018249063,0.017825303,0.018822007,0.019523948,0.02104796,0.020892615,0.021983246,0.019127832,0.021062946,0.018856611,0.02202045,0.018536459,0.016318394,0.020294809,0.019110239,0.018711322,0.01667518,0.016681951,0.01845877,0.015883903,0.014240225,0.014430432,0.01308269,0.012859098,0.012834698,0.010555006,0.010192809,0.008970153,0.007971348,0.00754715,0.006953903,0.006798302,0.007098501,0.00722087,0.006687181,0.006386846,0.005597553,0.005529063,0.005538784,0.005535821,0.005268265
GWP_100_AR5_CH4,Transport,SVN,Slovenia,0.013864391,0.013864391,0.013673179,0.014963524,0.01688165,0.017239827,0.017977836,0.018891048,0.022271601,0.019389786,0.018480106,0.019809176,0.017495066,0.017418564,0.016627464,0.017490822,0.0223605,0.019914206,0.022947247,0.023087329,0.023717507,0.022122872,0.02404267,0.028635733,0.031810291,0.032339288,0.034121262,0.031863719,0.025504668,0.022621414,0.02111395,0.020165562,0.018626613,0.017293187,0.014997687,0.013988818,0.013290979,0.012844209,0.0131432,0.011153098,0.010490547,0.009831963,0.008943018,0.008147154,0.007483606,0.006758327,0.006781088,0.006586971,0.006546039,0.006289354,0.00475481,0.005693336,0.005611942,0.005480658,0.005256693
GWP_100_AR5_CH4,Transport,SWE,Sweden,0.135518658,0.137781134,0.142942172,0.151308649,0.143095367,0.157856083,0.167080043,0.173641064,0.178536108,0.177371147,0.171314083,0.167750289,0.168227135,0.171920705,0.178615244,0.180408668,0.188771338,0.194642681,0.20182971,0.207332305,0.195216759,0.194528002,0.197572965,0.185849414,0.185716863,0.186094255,0.174510229,0.161497389,0.144961135,0.129288979,0.107862234,0.100375233,0.09592571,0.089728867,0.082052411,0.071744673,0.068220573,0.064335223,0.067363559,0.06363815,0.059411556,0.076420497,0.076120186,0.07617927,0.078167707,0.079298981,0.079037769,0.082336896,0.083917797,0.071894042,0.065525993,0.061456112,0.059743525,0.058001276,0.028700987
GWP_100_AR5_CH4,Transport,SWZ,Eswatini,0.001178662,0.001172567,0.001202761,0.001289353,0.001358488,0.001545515,0.001500035,0.001489233,0.001497483,0.001543823,0.001498756,0.001580734,0.001590673,0.001559575,0.001627691,0.001639315,0.001963114,0.002226902,0.002394222,0.002617579,0.002852694,0.002946255,0.002954033,0.002967189,0.003078028,0.003180949,0.001752165,0.00281433,0.002862643,0.003290606,0.003277748,0.002835099,0.003415604,0.003195142,0.003264233,0.003435088,0.003314599,0.003443999,0.003262396,0.00398284,0.004144605,0.00398379,0.00317136,0.004487571,0.004302983,0.003995163,0.003737783,0.004534433,0.004494409,0.005045902,0.005214414,0.005038093,0.005288795,0.005343433,0.005388811
GWP_100_AR5_CH4,Transport,SYC,Seychelles,0.000108829,0.000106199,0.000113782,0.000126595,0.000122436,0.000159681,0.000231835,0.000309778,0.000323362,0.000328212,0.000344254,0.000297268,0.000262403,0.000473679,0.000507526,0.000491185,0.00050185,0.000522711,0.001098116,0.001008463,0.000917626,0.001308266,0.001091599,0.001098641,0.001087801,0.001154619,0.001147168,0.001177955,0.001164025,0.00120778,0.002247664,0.002426488,0.002181189,0.002198391,0.00305894,0.002790697,0.003046433,0.002618513,0.002759299,0.003186708,0.002742485,0.002407272,0.002811123,0.002716418,0.002933214,0.003171371,0.003908655,0.004070449,0.003307566,0.003162896,0.002994228,0.003024774,0.003191301,0.003176864,0.003323806
GWP_100_AR5_CH4,Transport,SYR,Syria,0.010103062,0.010145228,0.011726712,0.012897668,0.014877193,0.018605068,0.021928971,0.023697313,0.025181526,0.027136872,0.025365593,0.026602256,0.028460619,0.032317505,0.034256034,0.036585374,0.037845029,0.042840107,0.043168254,0.050466134,0.055515751,0.057412252,0.049961573,0.052679091,0.050120837,0.047611707,0.049367615,0.048859322,0.049671322,0.036313455,0.035205846,0.03518629,0.03576565,0.031288361,0.03341717,0.04041873,0.039318729,0.041913444,0.040829475,0.03834801,0.038705791,0.040096941,0.031112571,0.019495422,0.018016285,0.015856795,0.014575897,0.0138946,0.017661884,0.015371059,0.014018643,0.013084357,0.013637167,0.013797064,0.013869815
GWP_100_AR5_CH4,Transport,TCA,Turks and Caicos Islands,1.19216E-06,1.19056E-06,1.17469E-06,1.38134E-06,1.42566E-06,2.31857E-06,2.39081E-06,2.58718E-06,2.64073E-06,2.16899E-06,3.43923E-06,3.57383E-06,4.02105E-06,4.24492E-06,5.15359E-06,4.85848E-06,5.11282E-06,5.4449E-06,5.80564E-06,5.86613E-06,1.00218E-05,1.06583E-05,1.15012E-05,1.13941E-05,1.15189E-05,1.09659E-05,1.06793E-05,1.10273E-05,1.24064E-05,1.23355E-05,3.72888E-05,3.75928E-05,4.91355E-05,5.02339E-05,5.10947E-05,6.06207E-05,7.10036E-05,8.47015E-05,9.20077E-05,0.000111075,0.00012996,9.79454E-05,9.53798E-05,0.000108232,0.000124778,0.000131037,0.000139952,0.000139382,0.0002995,0.000352541,0.00032909,0.00033231,0.000341693,0.000342,0.000353669
GWP_100_AR5_CH4,Transport,TCD,Chad,0.000145106,0.000141599,0.000151709,0.000168793,0.000163249,0.000212909,0.000309113,0.000413037,0.00043115,0.000437615,0.000459006,0.000470675,0.000453242,0.000473679,0.000228387,0.000257288,0.000477974,0.000421723,0.000355552,0.000345228,0.000735221,0.000910751,0.000764872,0.000357261,0.000385893,0.000395431,0.000392911,0.000411743,0.000406874,0.000422167,0.000631407,0.000608574,0.000617339,0.000620473,0.000645581,0.000702795,0.00073372,0.000847949,0.000861661,0.00100301,0.001055072,0.001580756,0.002822932,0.003138096,0.003013236,0.003187065,0.00347223,0.005392536,0.005687002,0.006161645,0.006653474,0.007901488,0.007893445,0.008137466,0.008251297
GWP_100_AR5_CH4,Transport,TGO,Togo,0.001088667,0.001107521,0.001204928,0.001259736,0.001175756,0.001500509,0.001407074,0.001729326,0.001731019,0.002521754,0.002182948,0.001922215,0.002453522,0.001774589,0.001839946,0.001716088,0.002339882,0.002691485,0.002618747,0.002647586,0.002920159,0.002343197,0.002098194,0.001233369,0.002538705,0.003082648,0.004608943,0.003082743,0.00374959,0.004487092,0.002525683,0.002206242,0.003448959,0.004672698,0.004638337,0.004712288,0.003832439,0.004616637,0.007022098,0.012206482,0.009821558,0.00874125,0.00733276,0.006121109,0.003455437,0.004581365,0.004949684,0.005136596,0.006968415,0.006355047,0.009548432,0.009736673,0.009048758,0.008652818,0.008990334
GWP_100_AR5_CH4,Transport,THA,Thailand,0.04211273,0.044268538,0.048443285,0.057250718,0.057853361,0.063704946,0.074856231,0.075560113,0.077686476,0.083181,0.083280877,0.081392047,0.081392029,0.092143169,0.100381802,0.105957241,0.11186732,0.134595133,0.152443972,0.186627,0.204383222,0.253928008,0.227979416,0.258267838,0.321835585,0.361076718,0.383891344,0.384533085,0.343262082,0.338856258,0.324166678,0.317287458,0.331682209,0.346468941,0.369559404,0.358537413,0.329775446,0.343504674,0.343328992,0.357535753,0.365207707,0.363632514,0.363461075,0.359704959,0.355432425,0.328690879,0.355606521,0.345385625,0.350742477,0.350448569,0.330962081,0.29948329,0.323363552,0.335922139,0.345864109
GWP_100_AR5_CH4,Transport,TJK,Tajikistan,0.003148981,0.003117386,0.003443596,0.003730332,0.003910442,0.004441805,0.004770191,0.004740716,0.004838862,0.004992189,0.005352118,0.00534856,0.005324934,0.005205324,0.005203457,0.005176479,0.005525202,0.005647878,0.005693352,0.005818029,0.008104243,0.007769558,0.003868542,0.003102729,0.002072948,0.001920089,0.00145911,0.001481989,0.001253878,0.000648114,0.000440378,0.000920976,0.001262002,0.001024233,0.001358704,0.001631705,0.001983376,0.003437578,0.003011028,0.002821367,0.002897948,0.002916851,0.00576537,0.004711908,0.007904464,0.006668843,0.005842414,0.005309177,0.00533743,0.005691604,0.007353256,0.00787775,0.009696105,0.00996251,0.00985385
GWP_100_AR5_CH4,Transport,TKM,Turkmenistan,0.012499392,0.01240378,0.013698248,0.014854002,0.015688373,0.017735768,0.019072661,0.019038824,0.019451323,0.020093282,0.021578834,0.021553019,0.021452926,0.021000547,0.020962209,0.02088839,0.022338769,0.022845328,0.023054366,0.023587102,0.036332788,0.029681471,0.028138177,0.022794418,0.020233632,0.018681565,0.020677623,0.018048968,0.024013764,0.026730468,0.029346806,0.029298013,0.034267107,0.038244863,0.038897789,0.037828674,0.036732329,0.038946961,0.039064029,0.038137433,0.041847734,0.04166387,0.040415328,0.041064881,0.045410528,0.041039452,0.035480991,0.037250257,0.034808808,0.036011037,0.034895843,0.035354638,0.036470513,0.032447109,0.03224863
GWP_100_AR5_CH4,Transport,TLS,Timor-Leste,3.16757E-05,3.38828E-05,3.73584E-05,3.70443E-05,3.73156E-05,4.0213E-05,3.95633E-05,3.95119E-05,4.29172E-05,4.60935E-05,5.16162E-05,5.05263E-05,5.41201E-05,7.75414E-05,0.000102855,0.000118586,0.000129797,0.00015674,0.000201244,0.000203629,0.000266484,0.00033411,0.000294847,0.000381328,0.000453124,0.000353313,0.000418034,0.000395176,0.000375312,0.00037516,0.000273589,0.000322129,0.000311319,0.000360207,0.000364379,0.000438839,0.000438058,0.000431592,0.000495565,0.000506432,0.000599222,0.000580852,0.000664196,0.000985664,0.000943617,0.00098201,0.000971467,0.000909083,0.001076571,0.00139984,0.001458959,0.0015738,0.001506087,0.001498295,0.001568862
GWP_100_AR5_CH4,Transport,TON,Tonga,6.26563E-05,6.28852E-05,6.64611E-05,6.60648E-05,6.7806E-05,7.32181E-05,7.07193E-05,7.76149E-05,8.72467E-05,9.27137E-05,9.58953E-05,0.000142463,0.000150691,0.000142472,0.000130335,0.000112779,5.82123E-05,0.000154021,0.000195197,0.000233505,0.000322683,0.00034319,0.000348147,0.000337493,0.00045831,0.00032107,0.000344807,0.000344383,0.000327415,0.000291349,0.000168983,0.00015548,0.000162815,0.000193789,0.000154864,0.000168485,0.000184858,0.000150609,0.000172036,0.000181195,0.000176795,0.000146906,0.000154801,0.000138074,0.000130328,0.000141224,0.000138838,0.000148519,0.000140914,0.000170347,0.000204162,0.000230258,0.000179956,0.000178932,0.00018764
GWP_100_AR5_CH4,Transport,TTO,Trinidad and Tobago,0.006464117,0.006461399,0.007470982,0.009193119,0.007577849,0.007876998,0.008004145,0.009402391,0.010464045,0.010849638,0.011728877,0.012479525,0.013874328,0.014341174,0.01491446,0.015094089,0.015432927,0.015141781,0.013296609,0.0122614,0.011927433,0.012425972,0.012171315,0.011205743,0.010774442,0.010706619,0.010679486,0.011256578,0.011258382,0.011054407,0.010968669,0.010574719,0.010409235,0.010467759,0.01129764,0.011294258,0.012438172,0.012922006,0.013385251,0.014534514,0.014249558,0.014417093,0.01428869,0.012673751,0.015203453,0.014636018,0.013272334,0.013305153,0.010746892,0.012324399,0.01044131,0.010056365,0.011362872,0.011594881,0.011829244
GWP_100_AR5_CH4,Transport,TUN,Tunisia,0.011105462,0.010764966,0.011454647,0.012239543,0.013974966,0.01430459,0.015190018,0.015881477,0.016051396,0.016055881,0.017268874,0.017837031,0.018381187,0.020356918,0.021438272,0.022821716,0.022501145,0.022198348,0.023829766,0.028230328,0.029643514,0.032345462,0.036295147,0.038444749,0.041205073,0.043174171,0.047210459,0.049795831,0.058106852,0.067520403,0.074883331,0.078588097,0.079109264,0.077984157,0.082947557,0.08904502,0.07577169,0.069740486,0.069691115,0.069389432,0.069877128,0.073515031,0.068544102,0.063636418,0.065030033,0.057170997,0.042312399,0.040961248,0.039529788,0.040435153,0.039236651,0.04245061,0.043380295,0.046762606,0.049087596
GWP_100_AR5_CH4,Transport,TUR,Türkiye,0.040552911,0.042473326,0.048807209,0.058501542,0.061074984,0.078300458,0.083857816,0.100963301,0.096666077,0.083378912,0.079378796,0.077793637,0.084457802,0.086415836,0.085561749,0.083010775,0.09396014,0.108061531,0.112833267,0.115185167,0.131130816,0.127262019,0.136581308,0.160059522,0.158661904,0.1734142,0.18900945,0.170995797,0.163067003,0.16171154,0.188980739,0.173867432,0.157782182,0.150346698,0.155711397,0.165682411,0.183998041,0.215760634,0.221024106,0.236343708,0.236151228,0.244960258,0.257594929,0.265827358,0.273012187,0.293170967,0.30733824,0.298410151,0.31112123,0.316045318,0.288821582,0.297624417,0.296645439,0.333355807,0.337443308
GWP_100_AR5_CH4,Transport,TWN,Taiwan,0.012620609,0.012847253,0.015719906,0.020279808,0.02242393,0.026441204,0.030665617,0.034690898,0.0421033,0.048332815,0.051899757,0.055526448,0.067288338,0.074383479,0.082590056,0.088165959,0.097105157,0.109921234,0.130027132,0.150386162,0.170465937,0.185728748,0.2162848,0.233788133,0.260382073,0.278648194,0.30015571,0.321221595,0.348420495,0.407298054,0.425688796,0.446534566,0.461972064,0.479149013,0.467757477,0.485015662,0.440234827,0.394247039,0.332282575,0.304750395,0.278524339,0.251124823,0.215637151,0.203030604,0.195279094,0.180597573,0.177176696,0.163363566,0.151743248,0.152304529,0.153974802,0.144055619,0.147823067,0.139677563,0.138435427
GWP_100_AR5_CH4,Transport,TZA,Tanzania,0.005032959,0.005010361,0.005500788,0.005518789,0.005160255,0.004742522,0.005098659,0.004633568,0.004436455,0.004710756,0.004570224,0.004409072,0.003749792,0.003856524,0.003990435,0.003963147,0.003965377,0.004320058,0.004371106,0.004164164,0.004415558,0.004333797,0.004535121,0.004853315,0.004904577,0.005411942,0.006256638,0.006036174,0.006516127,0.005283336,0.007076229,0.008443005,0.010206064,0.010798865,0.011387433,0.012673635,0.013058643,0.01364449,0.014819095,0.014841568,0.01804648,0.022936364,0.028802648,0.033445025,0.031318275,0.036280119,0.043534636,0.042589908,0.043007756,0.047757279,0.048777441,0.056956908,0.058259847,0.0594088,0.060454394
GWP_100_AR5_CH4,Transport,UGA,Uganda,0.00437846,0.004240899,0.004137288,0.004048788,0.00399502,0.00406539,0.004482173,0.003995859,0.003440071,0.003260273,0.003647832,0.002902622,0.002471429,0.00200002,0.002357036,0.002421459,0.002639737,0.003021527,0.00327678,0.00321544,0.003857023,0.004084748,0.004081537,0.004175495,0.004200968,0.00535743,0.005430441,0.005525514,0.00607112,0.006162522,0.006284021,0.006436008,0.00650838,0.00678056,0.00648852,0.006363841,0.007037824,0.007181188,0.008978528,0.010455517,0.006416747,0.010697338,0.013556174,0.01419996,0.015562675,0.018203988,0.019908017,0.021012723,0.022555544,0.024069516,0.022559127,0.025470886,0.025934887,0.026415203,0.026887883
GWP_100_AR5_CH4,Transport,UKR,Ukraine,0.208249703,0.207389987,0.220313462,0.231756347,0.240338735,0.261068554,0.271707109,0.269436019,0.270887782,0.274594579,0.286850804,0.285484773,0.283814439,0.276402846,0.274699916,0.272300443,0.285435042,0.289378925,0.289796075,0.295470037,0.359082328,0.428629809,0.242646992,0.200388176,0.182360441,0.189650767,0.174361776,0.226358215,0.207631906,0.165154712,0.154347936,0.168293997,0.180797244,0.164780161,0.172908605,0.175353742,0.174144335,0.211886485,0.202571227,0.179391597,0.174851863,0.164194976,0.156900811,0.147717312,0.118249582,0.098827896,0.100033147,0.101920036,0.100402773,0.104823768,0.090496843,0.099429447,0.084893239,0.089499705,0.090789667
GWP_100_AR5_CH4,Transport,URY,Uruguay,0.011199432,0.011188497,0.011696082,0.010956455,0.009798946,0.009810786,0.009417758,0.009821221,0.010387113,0.011448033,0.010148522,0.010854115,0.010174847,0.009061501,0.008378136,0.008178436,0.008393011,0.008814024,0.009304024,0.009469308,0.009476385,0.010284824,0.011271586,0.012504467,0.013903189,0.013871352,0.014334392,0.014923041,0.015437338,0.01535737,0.013228963,0.012022197,0.010390482,0.009710594,0.010295939,0.010373137,0.010156419,0.010643269,0.010760577,0.012721806,0.013567387,0.014522788,0.014995288,0.015723915,0.016007575,0.01597695,0.016518348,0.017181753,0.01672521,0.018286239,0.016080065,0.017538613,0.01808965,0.018400505,0.019126463
